name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Super Wok,,"Chinese, ",,,,3.5,2 Stenkilsvaegen,Sweden,,"{'latitude': '59.34876', 'longitude': '18.20242'}",
Asahi,"Seating, Takeout, Reservations, Table Service, ","Japanese, Sushi, Asian, ","Lunch, Dinner, ",,,3.5,109 Fleminggatan,Sweden,,"{'latitude': '59.33499', 'longitude': '18.02753'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/63/e7/6a/deep-fried-california.jpg
Tbilisis Horna,"Takeout, Reservations, Table Service, Delivery, Seating, ","Eastern European, European, ","Dinner, Lunch, ","Vegetarian Friendly, ",,4.0,Olaus Magnus vag 14,Sweden,,"{'latitude': '59.298164', 'longitude': '18.088087'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/38/75/06/photo0jpg.jpg
Krogentrekockar,"Delivery, Takeout, Reservations, Buffet, ",,,,,4.0,Stormbyvagen 2-4,Sweden,,"{'latitude': '59.37909', 'longitude': '17.90416'}",
Dosanko,,"Sushi, ",,,,4.5,62 Sturegatan,Sweden,,"{'latitude': '59.34306', 'longitude': '18.07862'}",https://media-cdn.tripadvisor.com/media/photo-o/07/fe/fe/a5/dosanko.jpg
Thaiboat,"Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, ","Asian, Thai, Fusion, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ","Food, Beach and Bar",3.5,Norra Hammarbyhamnen Kajplats 301 close by Östgötagatan 100,Sweden,,"{'latitude': '59.304382', 'longitude': '18.081669'}",https://media-cdn.tripadvisor.com/media/photo-o/11/51/da/06/food-beach-and-bar.jpg
Omakase Kottslojd,"Reservations, ","European, Swedish, Scandinavian, ",,,,4.5,12 Yxsmedsgraend,Sweden,,"{'latitude': '59.324364', 'longitude': '18.0682'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/41/0c/ee/photo2jpg.jpg
Karamellan pa Drottningholm,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Reservations, Parking Available, ","Cafe, European, Swedish, Scandinavian, ","Lunch, Drinks, ","Vegetarian Friendly, Vegan Options, ","Karamellan, Drottningholm Castle cafe and restaurant is located conveniently right next to the castle. We have 120 seats inside the restaurant and over 300 seats on our terrace. We have self service. The food served is traditional Swedish and carefully prepared. We also serve pastries and different kinds of coffee.",3.5,Drottningholms Slott Karamellan 10 Drottningholms slott,Sweden,,"{'latitude': '59.32341', 'longitude': '17.888493'}",https://media-cdn.tripadvisor.com/media/photo-o/18/b4/6d/78/20190809-145025-largejpg.jpg
Cafe Bullen,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, ","European, Swedish, Scandinavian, ","Brunch, Drinks, Breakfast, Lunch, ",,Bullen is an intimate and cozy caf,4.0,9 Thorildsplan,Sweden,,"{'latitude': '59.331985', 'longitude': '18.016157'}",https://media-cdn.tripadvisor.com/media/photo-o/11/d9/c2/15/fika-in-the-sun.jpg
Austin Food Works,"Takeout, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Highchairs Available, ","Mexican, American, Bar, Barbecue, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ","The Original Barbecue joint of Stockholm since 2015 bringing you a true food experience. Friendly service, great Barbecue n' Mexican flavors, perfect cocktails, beautiful rustic industrial setting, sunny outdoor serving. Welcome y'all",4.0,Norrtullsgatan 24,Sweden,,"{'latitude': '59.347927', 'longitude': '18.04621'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/98/ee/15/pitmasters-bbq-meat-selection.jpg
Le Bistro,"Reservations, Seating, Table Service, Delivery, Takeout, Outdoor Seating, Private Dining, Parking Available, Street Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, ","French, European, Swedish, Bar, Wine Bar, ","Dinner, Breakfast, Lunch, Brunch, Late Night, Drinks, ","Vegetarian Friendly, ",RzFEX185U28,4.0,Sankt Eriksgatan 45,Sweden,,"{'latitude': '59.334583', 'longitude': '18.03235'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/d6/18/04/le-bistro.jpg
Restaurang Tujialand,,"Japanese, Sushi, ","Lunch, Dinner, ",,,3.0,16B Repslagargatan,Sweden,,"{'latitude': '59.31681', 'longitude': '18.07063'}",
Samba Sushi,"Takeout, Seating, Serves Alcohol, Table Service, ","Japanese, Sushi, Asian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ",,4.0,Gotgatan 28,Sweden,,"{'latitude': '59.31778', 'longitude': '18.071482'}",https://media-cdn.tripadvisor.com/media/photo-o/19/64/3c/5c/ett-urval-av-vara-huvudratter.jpg
Restaurang Esperia,"Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Highchairs Available, ","Mediterranean, European, Greek, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",VERVX19vM1c,4.5,Sankt Paulsgatan 17,Sweden,,"{'latitude': '59.31807', 'longitude': '18.067167'}",https://media-cdn.tripadvisor.com/media/photo-o/15/5b/d4/81/2018.jpg
Taco Villa,"Seating, ","Mexican, Afghani, Middle Eastern, ","Dinner, Lunch, ",,,4.0,Stora Nygatan 28,Sweden,,"{'latitude': '59.3241', 'longitude': '18.06927'}",https://media-cdn.tripadvisor.com/media/photo-o/13/33/fa/e1/photo0jpg.jpg
Sushi Yama,,"Japanese, Sushi, ",,,,2.5,11 Storforsplan Farsta Centrum,Sweden,,"{'latitude': '59.24224', 'longitude': '18.09215'}",https://media-cdn.tripadvisor.com/media/photo-o/15/53/0b/75/photo1jpg.jpg
Svartso krog,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Wheelchair Accessible, ","European, Swedish, Scandinavian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Svartso,Sweden,,"{'latitude': '59.439053', 'longitude': '18.661303'}",https://media-cdn.tripadvisor.com/media/photo-o/18/9b/86/3b/photo2jpg.jpg
Punk Royale,"Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","European, Swedish, ","Dinner, ",,,4.5,Folkungagatan 128,Sweden,,"{'latitude': '59.315582', 'longitude': '18.087664'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/7a/8e/09/guineafowl-parlhona.jpg
Fandado,"Reservations, Seating, Serves Alcohol, Table Service, Private Dining, Full Bar, Wine and Beer, Accepts Credit Cards, ","Chinese, International, Korean, Fusion, Swedish, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Sveavagen 41 ABF-huset 1 våning upp,Sweden,,"{'latitude': '59.338715', 'longitude': '18.060154'}",https://media-cdn.tripadvisor.com/media/photo-o/16/32/e0/f2/latt-sotad-tonfisk-med.jpg
Bara Enkelt,"Reservations, Outdoor Seating, Seating, ","European, Bar, Pub, Scandinavian, ","Dinner, ","Vegetarian Friendly, ",,4.0,59 Skaanegatan,Sweden,,"{'latitude': '59.31229', 'longitude': '18.07915'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/95/c2/0b/photo1jpg.jpg
Arirang,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service, ","Asian, Korean, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Luntmakargatan 65,Sweden,,"{'latitude': '59.34066', 'longitude': '18.060257'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/ef/31/37/bulgogi.jpg
Babylon,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wheelchair Accessible, Table Service, ","International, European, ","Dinner, Lunch, Drinks, ","Vegetarian Friendly, Vegan Options, ",,3.5,4 Bjoerns Traedgaardsgraend,Sweden,,"{'latitude': '59.315437', 'longitude': '18.07355'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/e8/79/52/20170407-215421-largejpg.jpg
Aubergine,"Seating, Street Parking, Highchairs Available, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Wheelchair Accessible, Accepts Credit Cards, Table Service, ","European, Swedish, Scandinavian, International, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Gluten Free Options, ","Aubergine is a restaurant in central Stockholm, where we celebrate everything that belongs to the good life. We offers a seasonally inspired menu based on the finest ingredients. Beyond that offers we our guests on a fantastic bar where socializing and good times are at the center.",4.0,38 Linnegatan,Sweden,,"{'latitude': '59.336807', 'longitude': '18.081944'}",https://media-cdn.tripadvisor.com/media/photo-o/17/37/a2/52/20190419-200556-largejpg.jpg
Happy India,"Reservations, Seating, Serves Alcohol, Takeout, Table Service, ","Indian, ",,"Vegetarian Friendly, ",,3.0,35A Sankt Paulsgatan,Sweden,,"{'latitude': '59.31733', 'longitude': '18.06172'}",
Pizza Royal,"Takeout, Seating, ","Italian, Pizza, Fast Food, ",,"Vegetarian Friendly, ",,3.0,Vasterlanggatan 51,Sweden,,"{'latitude': '59.324207', 'longitude': '18.070309'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/f9/b3/d8/photo0jpg.jpg
MoonCake Restaurang,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service, Street Parking, Wine and Beer, Accepts Credit Cards, Family style, ","Chinese, Asian, Vietnamese, ","Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Bergsgatan 33 Kungsholmen,Sweden,,"{'latitude': '59.330387', 'longitude': '18.039757'}",https://media-cdn.tripadvisor.com/media/photo-o/13/8f/fc/5a/photo6jpg.jpg
Cafe O'Leo - CLOSED,"Takeout, Parking Available, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, ",,"Lunch, Dinner, Drinks, ",,,0.0,Pyrolavaegen 9,Sweden,,"{'latitude': '59.34474', 'longitude': '18.16914'}",https://media-cdn.tripadvisor.com/media/photo-o/13/80/d4/64/cafe-o-leo.jpg
Bla Dorren,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Bar, European, Swedish, Scandinavian, International, ","Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,6 Sodermalmstorg,Sweden,,"{'latitude': '59.320267', 'longitude': '18.070557'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/08/15/53/ta-img-20160427-161438.jpg
Brunnsgatan 6,"Reservations, ","European, Swedish, ",,,,5.0,Brunnsgatan 6,Sweden,,"{'latitude': '59.33674', 'longitude': '18.06943'}",
Pappa Thai,,,,,,4.5,58 Bondegatan,Sweden,,"{'latitude': '59.31361', 'longitude': '18.08553'}",
Zugoi Sushi,"Wheelchair Accessible, ","Sushi, Asian, ","Dinner, ",,,4.5,5 Svandammsvaegen,Sweden,,"{'latitude': '59.301807', 'longitude': '18.015305'}",https://media-cdn.tripadvisor.com/media/photo-o/14/9f/7a/23/photo0jpg.jpg
Pizzeria Buona Sera,"Takeout, Reservations, Serves Alcohol, Table Service, Seating, Highchairs Available, ","Italian, Pizza, European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.5,35 Kungstensgatan,Sweden,,"{'latitude': '59.34161', 'longitude': '18.05857'}",https://media-cdn.tripadvisor.com/media/photo-o/13/26/42/db/pizzeria-buona-sera.jpg
58 Dim Sum,,"Asian, Chinese, ","Lunch, Dinner, ",,,3.5,Renstiernas Gata 23,Sweden,,"{'latitude': '59.314445', 'longitude': '18.084444'}",https://media-cdn.tripadvisor.com/media/photo-o/13/87/0c/ef/photo0jpg.jpg
Ingers Kitchen,,,,,,4.5,18 David Bagares Gata,Sweden,,"{'latitude': '59.33726', 'longitude': '18.06707'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/a5/f3/5e/ingers-kitchen.jpg
Primo Ciao Ciao,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Highchairs Available, ","Italian, Pizza, Mediterranean, European, ","Dinner, Lunch, ","Vegetarian Friendly, ",QnBGX19tTmk,3.0,Sjovikstorget 4 Liljeholmen,Sweden,,"{'latitude': '59.308205', 'longitude': '18.029755'}",https://media-cdn.tripadvisor.com/media/photo-o/14/5d/af/9b/20180828-183719-largejpg.jpg
Delantina,,,,,,4.5,41 Erik Dahlbergsgatan,Sweden,,"{'latitude': '59.34429', 'longitude': '18.09253'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/78/4e/bb/photo0jpg.jpg
Holy Greens,"Takeout, Wheelchair Accessible, Delivery, Seating, ","Fast Food, Healthy, Swedish, ","Lunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Norrlandsgatan 13,Sweden,,"{'latitude': '59.33439', 'longitude': '18.070833'}",https://media-cdn.tripadvisor.com/media/photo-o/16/8d/b1/90/asiatisk-raka-holy-greens.jpg
Valen,,"Pub, ",,,,4.0,1-3 Vaardvaegen,Sweden,,"{'latitude': '59.33528', 'longitude': '18.01832'}",
La Casa trattoria,"Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service, ","Italian, Pizza, Mediterranean, European, ","Dinner, Lunch, ","Vegetarian Friendly, ",aGJrX19DRWI,4.0,Hogalidsgatan 21,Sweden,,"{'latitude': '59.318363', 'longitude': '18.032019'}",https://media-cdn.tripadvisor.com/media/photo-o/13/92/56/99/photo0jpg.jpg
Brasserie X,"Reservations, Seating, Wheelchair Accessible, Table Service, ","European, Scandinavian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.0,Arenaslingan 7 Hotel Globe,Sweden,,"{'latitude': '59.29278', 'longitude': '18.08393'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/ab/04/24/vegansk-huvudratt.jpg
V4,,,,,,4.0,4 Verkstadsgatan,Sweden,,"{'latitude': '59.31778', 'longitude': '18.03159'}",
Amalfi pizzeria,,"Pizza, ","Lunch, Dinner, ",,,0.0,143 Skebokvarnsvagen,Sweden,,"{'latitude': '59.26729', 'longitude': '18.03778'}",
Ocean,,"Seafood, International, European, ",,,,0.0,Norr Malarstrand 76,Sweden,,"{'latitude': '59.32858', 'longitude': '18.03028'}",
Parallell Cafe,,"Cafe, Deli, Healthy, ",,"Vegetarian Friendly, ",,5.0,149 Hornsgatan,Sweden,,"{'latitude': '59.31504', 'longitude': '18.03286'}",https://media-cdn.tripadvisor.com/media/photo-o/04/8b/e0/6b/getlstd-property-photo.jpg
Il Piatto,,"Italian, ",,,,3.5,39 Landsvaegen,Sweden,,"{'latitude': '59.36043', 'longitude': '17.97112'}",
The Flying Horse,"Reservations, Seating, Television, Table Service, ","Bar, Pub, ","Lunch, Dinner, Late Night, ",,dmdqX196YmI,3.0,44 Odengatan,Sweden,,"{'latitude': '59.344444', 'longitude': '18.057434'}",https://media-cdn.tripadvisor.com/media/photo-o/13/83/65/c6/photo0jpg.jpg
Tamarindo Deli,,"Mexican, Thai, ",,,,4.5,Repslagargatan 8,Sweden,,"{'latitude': '59.31781', 'longitude': '18.07011'}",https://media-cdn.tripadvisor.com/media/photo-o/14/42/f8/48/tamarindo-deli.jpg
The Meat,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, ","Steakhouse, Bar, Barbecue, ","Lunch, Dinner, Late Night, ",,WWFwX19RdTI,3.5,7 Vasagatan 11120,Sweden,,"{'latitude': '59.331993', 'longitude': '18.058079'}",https://media-cdn.tripadvisor.com/media/photo-o/09/0b/d0/e4/photo0jpg.jpg
Finnhamns cafe och krog,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Swedish, Scandinavian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,3.5,"Finnhamn, Ingmarso",Sweden,,"{'latitude': '59.48249', 'longitude': '18.82515'}",https://media-cdn.tripadvisor.com/media/photo-o/18/4c/5e/dd/img-20190712-192820-largejpg.jpg
Nooshi,"Reservations, Wheelchair Accessible, ","Sushi, Chinese, ","Dinner, Lunch, ",,,3.5,3 Sergels Torg,Sweden,,"{'latitude': '59.33222', 'longitude': '18.06551'}",https://media-cdn.tripadvisor.com/media/photo-o/15/30/57/e8/nooshi.jpg
Shogun,"Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, ","Japanese, Sushi, Asian, ","Lunch, Dinner, ","Gluten Free Options, Vegetarian Friendly, ",bXV1X19sUVg,3.5,Stora Nygatan 3,Sweden,,"{'latitude': '59.325287', 'longitude': '18.067492'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/6b/a3/9c/fresh-meat.jpg
Gaudi,"Reservations, ","Spanish, ",,,,4.5,1 Sergelgatan,Sweden,,"{'latitude': '59.33288', 'longitude': '18.0641'}",
Boca Grande Tapas y Pinchos,"Reservations, ","Mediterranean, Spanish, ","Dinner, ",,,4.0,117 Hammarby Alle Hammarby allé 117,Sweden,,"{'latitude': '59.30368', 'longitude': '18.09876'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/72/fa/a7/photo5jpg.jpg
Underbar,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, ","Lebanese, Mediterranean, Middle Eastern, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,102 Drottninggatan,Sweden,,"{'latitude': '59.33826', 'longitude': '18.057123'}",https://media-cdn.tripadvisor.com/media/photo-o/13/e9/8f/db/16-ratters-menyn-for.jpg
Sommarstallet,,,,,,0.0,Moja,Sweden,,"{'latitude': '59.32533', 'longitude': '17.92848'}",
NiDa,,"European, Swedish, ",,,,3.5,Arstaangsvagen 13,Sweden,,"{'latitude': '59.31047', 'longitude': '18.02949'}",
Swing by Golfbaren,"Reservations, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, ","American, ","Dinner, Late Night, Drinks, ","Vegetarian Friendly, Gluten Free Options, ",SVQ3X19kR0s,4.0,Surbrunnsgatan 46,Sweden,,"{'latitude': '59.345055', 'longitude': '18.055721'}",https://media-cdn.tripadvisor.com/media/photo-o/10/44/ae/e0/dining-room.jpg
Hasselby pizzeria,,"Pizza, ",,,,5.0,5 Vaepnargatan,Sweden,,"{'latitude': '59.332703', 'longitude': '18.07949'}",
Tastory Lindhagen,,"European, Swedish, ",,"Vegetarian Friendly, ",,4.0,Lindhagensgatan 126,Sweden,,"{'latitude': '59.33815', 'longitude': '18.00769'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/bc/37/71/photo0jpg.jpg
Texas Longhorn Hammarby Sjostad,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service, Takeout, Reservations, Highchairs Available, ","American, Steakhouse, Barbecue, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,2 Kryssargatan,Sweden,,"{'latitude': '59.30507', 'longitude': '18.089926'}",https://media-cdn.tripadvisor.com/media/photo-o/12/01/01/a0/stekhouse.jpg
Systrarna Lundberg,"Reservations, Seating, Table Service, ","European, Bar, International, Pub, ","Breakfast, Lunch, Dinner, Late Night, ",,V2NSX19NU20,3.0,12 Roerstrandsgatan,Sweden,,"{'latitude': '59.34009', 'longitude': '18.03387'}",https://media-cdn.tripadvisor.com/media/photo-o/18/69/70/74/photo0jpg.jpg
Pizzeria Corner,,"Pizza, Italian, ",,,,4.0,20 Renstiernas Gata,Sweden,,"{'latitude': '59.31517', 'longitude': '18.083914'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/67/54/98/pizza-from-pizzeria-corner.jpg
Anglais,"Seating, Wheelchair Accessible, Table Service, ",,"Breakfast, ",,,3.5,23 Humlegaardsgatan,Sweden,,"{'latitude': '59.33705', 'longitude': '18.072783'}",https://media-cdn.tripadvisor.com/media/photo-o/08/6d/9b/12/anglais.jpg
Half Way Inn,"Seating, Serves Alcohol, Full Bar, Outdoor Seating, ","Bar, Pub, European, British, ","Dinner, Drinks, ","Vegetarian Friendly, ",Right next to MARIATORGET T-banna Station ,3.5,6 Swedenborgsgatan,Sweden,,"{'latitude': '59.316814', 'longitude': '18.063496'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/fc/11/b0/slinker-in-for-en-kall.jpg
Arigato Sushi Wok,,"Sushi, ",,,,3.0,Hammarby Alle 155,Sweden,,"{'latitude': '59.30284', 'longitude': '18.10135'}",
Restaurant Langa Raden,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Serves Alcohol, Full Bar, Table Service, Highchairs Available, Wheelchair Accessible, ","European, Swedish, Scandinavian, ","Breakfast, Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, Gluten Free Options, ","Hotell Skeppsholmen is located in a historic building from 1699 with interiors by Claesson Koivisto Rune, where you will find the restaurant with its accompanying bar and lounge. The restaurant menu focuses on modern Swedish cuisine and offers delicacies such as fillet of venison with a mulled wine sauce and glazed carrots or west coast casserole with lobster mayonnaise. Weekdays see three menus",4.0,Grona gangen 1 Hotel Skeppsholmen,Sweden,,"{'latitude': '59.324703', 'longitude': '18.087618'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/1b/39/6c/restaurant-langa-raden.jpg
Flavour of India,,"Indian, ",,,,5.0,15 Roslagsgatan,Sweden,,"{'latitude': '59.34659', 'longitude': '18.05954'}",
Restaurang Latino Cajun,,,,,,3.0,44 Kungsgatan,Sweden,,"{'latitude': '59.33533', 'longitude': '18.06222'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/be/87/38/hoooottt.jpg
Taket,,"European, Scandinavian, ",,,,3.0,4 Hornsbruksgatan 117 34 Stockholm,Sweden,,"{'latitude': '59.31671', 'longitude': '18.03873'}",
Spisa hos Helena,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","European, Swedish, Scandinavian, International, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",U2NFX19jSEs,4.0,18 Scheelegatan,Sweden,,"{'latitude': '59.330814', 'longitude': '18.044172'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/72/bb/c1/inomhus.jpg
Linguini,"Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, European, ","Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",YXBvX19JV20,4.5,Frejgatan 48,Sweden,,"{'latitude': '59.344112', 'longitude': '18.044367'}",
Panini Smalandsgatan,"Takeout, Seating, ","European, Swedish, ","Lunch, ","Vegetarian Friendly, Vegan Options, ",,4.0,Smalandsgatan 10,Sweden,,"{'latitude': '59.33388', 'longitude': '18.07147'}",https://media-cdn.tripadvisor.com/media/photo-o/14/48/e6/d1/20180823-144051-largejpg.jpg
Baima Sushi Wok and Dumplings,,"Japanese, Asian, ",,,,3.0,Oregrundsgatan 17,Sweden,,"{'latitude': '59.34463', 'longitude': '18.11356'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/b4/7a/e9/these-are-the-dumplings.jpg
Whitmans Deli,"Serves Alcohol, Seating, ","European, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.5,21 Katarina Bangata,Sweden,,"{'latitude': '59.31191', 'longitude': '18.076422'}",https://media-cdn.tripadvisor.com/media/photo-o/13/e3/e4/ec/sangria.jpg
Ma Baker,,,,,,4.5,Karrtorpsplan 7,Sweden,,"{'latitude': '59.28344', 'longitude': '18.11394'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/84/7d/90/img-20170404-104621-largejpg.jpg
Mindepartementet cafe,,,"Lunch, ",,,4.5,"Slupskjulsvagen 26 Skeppsholmen, vid kajen",Sweden,,"{'latitude': '59.32768', 'longitude': '18.08244'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/70/5b/d1/dorren-till-cafeet.jpg
Zhong Fu Ab,,,"Lunch, Dinner, ",,,3.0,Vartavagen 59,Sweden,,"{'latitude': '59.34753', 'longitude': '18.10194'}",
The Burgundy,"Table Service, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, ","Wine Bar, Bar, European, Pub, ","Dinner, Drinks, ",,,4.0,Yxsmedsgrand 12,Sweden,,"{'latitude': '59.32436', 'longitude': '18.068018'}",https://media-cdn.tripadvisor.com/media/photo-o/12/c2/94/37/photo0jpg.jpg
Harvest Home,"Seating, Reservations, Outdoor Seating, Table Service, ","European, Pub, ","Dinner, Late Night, Drinks, ",,,4.5,Bondegatan 50,Sweden,,"{'latitude': '59.313545', 'longitude': '18.083849'}",https://media-cdn.tripadvisor.com/media/photo-o/18/aa/0e/b8/harvest-home.jpg
Arya Restaurang Och Pizzeria,,"Middle Eastern, Afghani, ",,,,4.0,Skarholmen Varbergsplan 5,Sweden,,"{'latitude': '59.27612', 'longitude': '17.88772'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/d1/33/fb/photo0jpg.jpg
Cafe En halv Trappa Ner,"Seating, Takeout, ","Cafe, ","Lunch, Breakfast, Dinner, Brunch, ","Vegetarian Friendly, Vegan Options, ",,5.0,3 Wollmar Yxkullsgatan,Sweden,,"{'latitude': '59.31623', 'longitude': '18.05917'}",https://media-cdn.tripadvisor.com/media/photo-o/03/c2/1b/d0/cafe-en-halv-trappa-ner.jpg
Tre Vanner,"Reservations, Seating, Table Service, Outdoor Seating, ","Bar, Pub, Swedish, International, European, ","Dinner, ","Vegetarian Friendly, ",,4.0,Midsommarparken 2,Sweden,,"{'latitude': '59.301464', 'longitude': '18.012283'}",https://media-cdn.tripadvisor.com/media/photo-o/11/5d/2d/31/photo0jpg.jpg
Grundets,,"European, Swedish, ",,,,4.0,Rogrund,Sweden,,"{'latitude': '59.166843', 'longitude': '18.586823'}",https://media-cdn.tripadvisor.com/media/photo-o/13/a1/77/4d/photo1jpg.jpg
Thai Oasen,"Takeout, Seating, Wheelchair Accessible, ","Asian, Thai, Fast Food, ","Lunch, Dinner, ",,,4.0,46 Timmermansgatan,Sweden,,"{'latitude': '59.314182', 'longitude': '18.061907'}",https://media-cdn.tripadvisor.com/media/photo-o/13/05/46/c6/photo2jpg.jpg
Melanders Skeppsbron,,,,,,2.5,Tullhus 2 Skeppsbrokajen 58,Sweden,,"{'latitude': '59.32636', 'longitude': '18.07455'}",
Fresh,"Private Dining, ","Italian, ",,,,5.0,3 Medborgarplatsen,Sweden,,"{'latitude': '59.31466', 'longitude': '18.07113'}",https://media-cdn.tripadvisor.com/media/photo-o/18/16/4a/0a/photo0jpg.jpg
O'Learys,,,,,,1.5,SSP Sky City,Sweden,,"{'latitude': '59.33451', 'longitude': '18.01423'}",https://media-cdn.tripadvisor.com/media/photo-o/12/e5/17/60/what-a-dissapointment.jpg
Kungsholmens Pizzeria,,"Pizza, ",,,,3.5,Celsiusgatan 9,Sweden,,"{'latitude': '59.333183', 'longitude': '18.039055'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/01/89/12/photo0jpg.jpg
